Case_ID,Detection_Date,Region,Revenue_Stream,Fraud_Type,Is_Fraud_Confirmed,Detection_Time_Hours,Resolution_Time_Hours,Revenue_Loss_USD,Revenue_At_Risk_USD,Analyst_ID,Fraud_Prevented_USD
FRAUD1636,2023-06-29 14:09:42,Asia,Prepaid Data,Subscription Fraud,1,20.0,30.6,112.73,130.13,5,0.0
FRAUD1637,2023-04-09 19:24:59,Americas,Interconnect,Simbox,1,28.3,19.9,17.2,125.29,7,0.0
FRAUD1638,2023-04-09 02:16:25,Europe,Postpaid Voice,CLI Spoofing,1,8.9,18.1,198.29,62.2,4,0.0
FRAUD1639,2023-10-28 23:04:58,Africa,Prepaid Voice,Subscription Fraud,1,26.8,27.5,5.13,334.22,4,0.0
FRAUD1640,2023-05-05 17:39:11,Africa,Prepaid Data,Simbox,0,7.4,15.2,47.27,223.68,13,223.68
FRAUD1641,2023-01-30 02:10:30,Africa,Prepaid Data,CLI Spoofing,1,28.9,21.2,139.86,119.39,7,0.0
FRAUD1642,2023-08-22 15:57:43,Europe,Interconnect,CLI Spoofing,1,0.5,7.6,181.99,364.92,11,0.0
FRAUD1643,2023-07-08 23:07:15,Africa,Prepaid Voice,Wangiri,1,3.0,14.1,164.18,135.53,9,0.0
FRAUD1644,2023-09-03 06:42:03,Americas,Postpaid Voice,Simbox,0,3.7,34.8,83.28,372.73,12,372.73
FRAUD1645,2023-07-20 00:45:12,Americas,Interconnect,International Revenue Share Fraud,1,0.7,20.7,97.72,93.01,12,0.0
FRAUD1646,2023-09-01 08:53:22,Americas,Postpaid Voice,Simbox,1,2.6,7.5,84.2,333.42,14,0.0
FRAUD1647,2023-02-06 20:39:51,Africa,Prepaid Voice,Subscription Fraud,1,23.0,79.6,5.34,46.39,11,0.0
FRAUD1648,2023-04-17 06:39:50,Europe,Prepaid Voice,CLI Spoofing,1,7.1,83.5,432.71,176.47,8,0.0
FRAUD1649,2023-11-16 03:21:18,Asia,Postpaid Voice,CLI Spoofing,1,7.1,2.3,239.89,180.8,6,0.0
FRAUD1650,2023-06-14 19:00:09,Europe,Prepaid Data,CLI Spoofing,1,14.5,36.8,161.81,87.85,5,0.0
FRAUD1651,2023-12-01 02:01:27,Europe,Prepaid Voice,Wangiri,1,13.5,18.6,223.04,147.65,10,0.0
FRAUD1652,2023-04-28 11:50:12,Europe,Postpaid Data,International Revenue Share Fraud,1,1.9,2.0,250.75,96.09,4,0.0
FRAUD1653,2023-05-06 00:46:55,Africa,Postpaid Data,Subscription Fraud,1,13.5,1.7,33.12,130.24,10,0.0
FRAUD1654,2023-08-03 13:16:44,Europe,Prepaid Voice,Subscription Fraud,1,3.0,6.9,47.06,163.14,14,0.0
FRAUD1655,2023-11-01 21:43:06,Americas,Postpaid Voice,Subscription Fraud,1,9.0,94.1,177.83,153.73,9,0.0
FRAUD1656,2023-07-04 02:52:13,Europe,Postpaid Data,Subscription Fraud,1,1.5,27.7,46.84,242.52,10,0.0
FRAUD1657,2023-02-26 12:59:02,Asia,Postpaid Voice,Wangiri,1,10.0,32.9,79.03,51.0,11,0.0
FRAUD1658,2023-11-20 03:21:04,Europe,Postpaid Voice,Subscription Fraud,1,6.2,15.5,361.15,193.12,5,0.0
FRAUD1659,2023-02-13 09:48:27,Europe,Prepaid Data,Wangiri,1,16.2,0.6,172.27,286.64,13,0.0
FRAUD1660,2023-03-26 01:14:53,Europe,Postpaid Data,Subscription Fraud,1,4.0,8.0,278.72,143.23,9,0.0
FRAUD1661,2023-01-25 16:52:38,Americas,Interconnect,CLI Spoofing,1,1.8,4.0,118.17,58.2,8,0.0
FRAUD1662,2023-01-14 13:05:28,Americas,Postpaid Data,Wangiri,1,8.3,10.2,241.42,87.14,8,0.0
FRAUD1663,2023-06-17 09:32:53,Americas,Prepaid Voice,CLI Spoofing,1,4.0,43.4,58.26,100.45,1,0.0
FRAUD1664,2023-11-08 14:15:38,Europe,Prepaid Data,Simbox,0,6.3,40.7,99.01,46.72,12,46.72
FRAUD1665,2023-09-02 18:28:56,Europe,Postpaid Voice,Wangiri,1,7.7,67.7,132.37,85.85,3,0.0
FRAUD1666,2023-06-18 09:52:36,Africa,Postpaid Data,Wangiri,1,17.6,4.4,116.49,75.86,5,0.0
FRAUD1667,2023-08-13 07:57:29,Americas,Prepaid Data,Subscription Fraud,1,35.5,24.4,49.13,150.98,3,0.0
FRAUD1668,2023-02-25 22:46:27,Asia,Interconnect,International Revenue Share Fraud,1,0.6,3.4,64.03,106.93,10,0.0
FRAUD1669,2023-12-28 10:44:53,Africa,Postpaid Voice,Wangiri,0,12.2,48.9,105.83,119.42,8,119.42
FRAUD1670,2023-08-29 06:45:04,Americas,Postpaid Data,International Revenue Share Fraud,1,3.7,18.8,30.25,108.27,7,0.0
FRAUD1671,2023-01-10 08:23:05,Europe,Postpaid Data,CLI Spoofing,1,2.7,13.9,81.09,42.29,7,0.0
FRAUD1672,2023-12-02 15:15:05,Europe,Prepaid Data,Wangiri,1,3.1,1.9,72.81,112.05,12,0.0
FRAUD1673,2023-04-03 23:20:57,Asia,Prepaid Voice,CLI Spoofing,1,5.2,1.9,52.11,24.77,2,0.0
FRAUD1674,2023-03-06 08:51:15,Africa,Interconnect,CLI Spoofing,0,41.6,4.5,109.95,48.3,8,48.3
FRAUD1675,2023-08-10 11:52:21,Asia,Postpaid Data,Wangiri,1,4.5,7.7,159.58,180.63,13,0.0
FRAUD1676,2023-03-23 04:05:10,Americas,Interconnect,Wangiri,1,15.6,9.6,37.53,179.78,8,0.0
FRAUD1677,2023-08-06 14:14:38,Americas,Prepaid Voice,Simbox,1,0.9,11.9,131.35,300.57,5,0.0
FRAUD1678,2023-01-23 20:21:11,Africa,Prepaid Voice,Wangiri,1,41.8,25.9,93.07,77.27,11,0.0
FRAUD1679,2023-07-17 11:24:09,Asia,Prepaid Voice,CLI Spoofing,1,2.8,15.9,159.13,231.52,14,0.0
FRAUD1680,2023-09-10 14:32:34,Americas,Postpaid Data,CLI Spoofing,1,10.8,18.7,53.56,36.43,3,0.0
FRAUD1681,2023-09-16 03:21:36,Americas,Prepaid Data,Wangiri,1,26.8,5.0,106.49,93.9,11,0.0
FRAUD1682,2023-03-21 12:16:12,Europe,Prepaid Data,Subscription Fraud,1,12.1,0.1,63.35,165.33,6,0.0
FRAUD1683,2023-04-02 18:35:49,Americas,Postpaid Voice,Wangiri,1,29.7,18.6,96.29,74.99,14,0.0
FRAUD1684,2023-11-18 13:36:11,Europe,Prepaid Voice,Simbox,0,6.2,56.2,58.75,73.66,12,73.66
FRAUD1685,2023-11-12 21:34:53,Europe,Postpaid Data,CLI Spoofing,1,4.5,5.9,173.24,170.29,6,0.0
FRAUD1686,2023-02-24 23:34:49,Europe,Interconnect,Wangiri,1,3.2,20.3,64.94,234.91,5,0.0
FRAUD1687,2023-05-31 09:41:26,Africa,Postpaid Voice,International Revenue Share Fraud,1,10.5,17.8,7.47,142.71,12,0.0
FRAUD1688,2023-05-02 16:28:59,Asia,Postpaid Data,CLI Spoofing,1,38.7,60.2,46.95,102.38,5,0.0
FRAUD1689,2023-12-07 22:54:59,Europe,Prepaid Voice,International Revenue Share Fraud,1,19.9,7.7,36.52,100.33,3,0.0
FRAUD1690,2023-07-24 17:43:04,Asia,Prepaid Voice,Wangiri,1,9.7,26.8,286.29,80.51,2,0.0
FRAUD1691,2023-10-02 04:57:26,Africa,Postpaid Data,Subscription Fraud,0,34.7,52.5,255.59,181.88,5,181.88
FRAUD1692,2023-03-21 17:21:29,Europe,Prepaid Voice,Wangiri,1,9.0,21.5,163.19,133.07,11,0.0
FRAUD1693,2023-07-22 12:51:22,Asia,Postpaid Voice,Simbox,1,2.9,12.7,103.28,160.21,11,0.0
FRAUD1694,2023-05-05 01:04:36,Europe,Interconnect,CLI Spoofing,1,1.5,14.6,51.33,191.83,2,0.0
FRAUD1695,2023-09-30 17:19:28,Europe,Interconnect,CLI Spoofing,1,24.4,7.2,84.7,183.54,4,0.0
FRAUD1696,2023-01-15 11:48:07,Africa,Postpaid Voice,International Revenue Share Fraud,1,4.6,7.9,146.83,158.38,12,0.0
FRAUD1697,2023-09-25 15:31:59,Europe,Prepaid Voice,Subscription Fraud,1,2.8,4.1,318.75,111.65,3,0.0
FRAUD1698,2023-01-19 08:21:43,Europe,Postpaid Voice,International Revenue Share Fraud,1,12.6,5.0,97.03,279.22,4,0.0
FRAUD1699,2023-04-26 01:57:43,Africa,Prepaid Data,Subscription Fraud,1,3.6,25.2,173.25,120.07,7,0.0
FRAUD1700,2023-10-03 08:03:30,Asia,Postpaid Data,Wangiri,1,11.5,0.7,289.41,184.78,10,0.0
FRAUD1701,2023-09-23 15:48:59,Americas,Prepaid Data,CLI Spoofing,1,7.7,6.4,3.32,157.24,7,0.0
FRAUD1702,2023-02-07 05:00:24,Europe,Prepaid Voice,Subscription Fraud,1,26.7,8.6,80.68,207.36,1,0.0
FRAUD1703,2023-10-28 05:13:28,Europe,Postpaid Data,Subscription Fraud,1,4.4,191.0,119.54,168.27,9,0.0
FRAUD1704,2023-10-20 01:07:34,Americas,Postpaid Data,Subscription Fraud,1,0.0,16.7,174.29,74.52,14,0.0
FRAUD1705,2023-02-05 13:52:33,Europe,Prepaid Data,Subscription Fraud,1,9.5,12.9,75.97,107.5,14,0.0
FRAUD1706,2023-04-19 03:50:28,Asia,Prepaid Voice,Simbox,1,25.3,53.9,57.52,269.29,14,0.0
FRAUD1707,2023-05-06 04:27:21,Africa,Prepaid Voice,Wangiri,1,7.8,2.1,67.11,213.9,8,0.0
FRAUD1708,2023-05-08 05:56:27,Africa,Prepaid Data,Subscription Fraud,0,1.8,36.4,112.19,203.81,4,203.81
FRAUD1709,2023-07-05 10:02:55,Europe,Postpaid Data,International Revenue Share Fraud,0,36.5,0.1,75.4,149.48,7,149.48
FRAUD1710,2023-11-19 21:35:06,Americas,Postpaid Voice,CLI Spoofing,1,10.2,48.7,118.41,140.28,8,0.0
FRAUD1711,2023-09-08 05:08:18,Asia,Prepaid Voice,CLI Spoofing,1,14.7,29.8,43.79,41.95,2,0.0
FRAUD1712,2023-02-18 05:54:14,Americas,Prepaid Data,Wangiri,1,26.1,70.5,245.48,70.56,9,0.0
FRAUD1713,2023-06-17 03:06:09,Africa,Postpaid Voice,CLI Spoofing,1,12.0,25.8,21.38,194.04,13,0.0
FRAUD1714,2023-06-14 11:07:23,Africa,Postpaid Voice,Subscription Fraud,1,1.8,13.8,127.32,91.68,13,0.0
FRAUD1715,2023-01-16 01:26:51,Africa,Prepaid Data,CLI Spoofing,1,26.3,6.7,164.97,144.52,4,0.0
FRAUD1716,2023-02-02 07:26:27,Asia,Postpaid Data,Subscription Fraud,1,3.6,37.9,112.98,45.51,9,0.0
FRAUD1717,2023-09-22 05:10:07,Africa,Postpaid Data,Subscription Fraud,0,9.3,16.3,141.18,168.0,3,168.0
FRAUD1718,2023-10-13 09:05:52,Europe,Prepaid Data,Simbox,1,11.3,36.5,71.29,98.43,2,0.0
FRAUD1719,2023-02-27 17:17:47,Africa,Prepaid Voice,Simbox,1,23.2,13.2,141.71,168.9,7,0.0
FRAUD1720,2023-11-26 05:19:51,Asia,Interconnect,Simbox,0,10.8,28.2,64.83,68.59,5,68.59
FRAUD1721,2023-01-21 10:44:58,Europe,Prepaid Voice,Subscription Fraud,1,14.1,4.5,65.66,67.87,4,0.0
FRAUD1722,2023-03-28 06:02:20,Africa,Postpaid Voice,Simbox,1,0.4,10.3,90.41,117.1,12,0.0
FRAUD1723,2023-06-01 11:02:16,Asia,Postpaid Data,Simbox,0,9.1,22.0,118.76,117.48,6,117.48
FRAUD1724,2023-01-14 12:19:02,Europe,Prepaid Voice,Simbox,1,2.6,18.7,42.28,289.38,3,0.0
FRAUD1725,2023-09-04 04:02:46,Africa,Prepaid Voice,Simbox,1,6.0,44.5,31.37,98.76,6,0.0
FRAUD1726,2023-10-08 05:23:25,Europe,Prepaid Voice,CLI Spoofing,1,39.2,54.2,394.74,63.0,3,0.0
FRAUD1727,2023-12-21 09:28:36,Europe,Postpaid Voice,International Revenue Share Fraud,0,1.3,7.4,190.8,177.74,8,177.74
FRAUD1728,2023-03-02 19:09:01,Americas,Prepaid Data,Simbox,1,6.4,5.0,47.27,117.63,6,0.0
FRAUD1729,2023-05-11 11:50:24,Europe,Prepaid Data,Simbox,1,12.0,2.3,27.66,93.98,9,0.0
FRAUD1730,2023-05-26 01:49:16,Americas,Interconnect,International Revenue Share Fraud,1,9.4,80.4,107.08,109.13,4,0.0
FRAUD1731,2023-10-15 06:06:17,Americas,Postpaid Data,Simbox,1,4.8,20.7,99.36,66.5,9,0.0
FRAUD1732,2023-07-30 05:18:47,Africa,Interconnect,Subscription Fraud,1,0.7,9.9,288.11,112.79,2,0.0
FRAUD1733,2023-01-15 18:38:05,Asia,Prepaid Data,International Revenue Share Fraud,1,22.9,4.8,136.56,196.46,1,0.0
FRAUD1734,2023-06-02 06:20:58,Africa,Interconnect,International Revenue Share Fraud,1,33.8,21.6,50.63,240.09,13,0.0
FRAUD1735,2023-05-26 13:10:39,Europe,Postpaid Voice,CLI Spoofing,1,11.1,34.4,108.11,150.49,11,0.0
FRAUD1736,2023-06-11 09:36:42,Europe,Postpaid Voice,International Revenue Share Fraud,1,19.2,18.1,49.31,163.03,7,0.0
FRAUD1737,2023-06-05 20:10:08,Europe,Postpaid Voice,Simbox,1,15.2,15.8,71.6,194.69,3,0.0
FRAUD1738,2023-06-22 00:41:59,Americas,Postpaid Voice,Subscription Fraud,1,3.5,9.1,66.66,113.01,1,0.0
FRAUD1739,2023-04-12 09:27:30,Africa,Prepaid Data,Wangiri,1,8.6,17.9,138.38,103.38,12,0.0
FRAUD1740,2023-06-11 04:24:13,Americas,Prepaid Data,Simbox,0,7.5,20.7,108.17,42.69,5,42.69
FRAUD1741,2023-09-28 02:43:42,Americas,Prepaid Voice,Wangiri,0,15.0,2.3,64.09,194.79,3,194.79
FRAUD1742,2023-10-09 16:44:26,Asia,Postpaid Data,Subscription Fraud,1,6.2,15.6,79.5,200.03,10,0.0
FRAUD1743,2023-05-09 23:09:16,Asia,Interconnect,CLI Spoofing,1,3.3,10.1,76.69,114.63,4,0.0
FRAUD1744,2023-09-15 06:02:57,Asia,Postpaid Voice,Wangiri,1,1.6,55.9,69.3,187.68,8,0.0
FRAUD1745,2023-04-27 22:36:53,Africa,Prepaid Voice,Wangiri,1,14.2,28.0,85.65,150.05,2,0.0
FRAUD1746,2023-01-07 17:46:37,Africa,Postpaid Voice,Simbox,1,8.5,26.1,86.51,54.87,12,0.0
FRAUD1747,2023-08-19 19:51:31,Europe,Interconnect,Simbox,1,10.1,15.0,134.79,75.13,12,0.0
FRAUD1748,2023-11-09 10:12:34,Africa,Postpaid Data,CLI Spoofing,1,2.2,7.6,25.34,129.41,3,0.0
FRAUD1749,2023-09-22 22:10:57,Europe,Postpaid Voice,Wangiri,0,6.8,21.2,159.13,137.05,14,137.05
FRAUD1750,2023-01-05 16:56:07,Africa,Prepaid Voice,Wangiri,1,11.2,2.2,86.1,188.72,3,0.0
FRAUD1751,2023-05-12 00:28:38,Asia,Prepaid Data,Subscription Fraud,1,3.3,29.5,9.09,171.67,2,0.0
FRAUD1752,2023-01-28 03:04:36,Europe,Prepaid Voice,Subscription Fraud,1,0.5,9.0,55.08,157.18,3,0.0
FRAUD1753,2023-06-21 22:35:25,Europe,Postpaid Voice,Subscription Fraud,1,21.7,144.8,13.76,205.33,13,0.0
FRAUD1754,2023-06-11 21:08:34,Asia,Prepaid Data,International Revenue Share Fraud,1,14.8,9.0,62.9,89.97,10,0.0
FRAUD1755,2023-05-15 00:34:21,Europe,Prepaid Voice,CLI Spoofing,0,11.8,93.5,199.15,30.72,12,30.72
FRAUD1756,2023-10-04 18:17:04,Africa,Prepaid Voice,International Revenue Share Fraud,1,12.2,1.5,97.21,252.79,10,0.0
FRAUD1757,2023-09-05 02:17:05,Africa,Prepaid Voice,CLI Spoofing,1,0.1,1.0,65.11,191.15,13,0.0
FRAUD1758,2023-07-15 22:27:42,Europe,Interconnect,Wangiri,1,8.3,20.1,54.88,98.29,11,0.0
FRAUD1759,2023-10-12 16:25:34,Americas,Prepaid Data,Simbox,1,6.1,14.6,14.79,318.52,2,0.0
FRAUD1760,2023-05-01 19:10:06,Americas,Postpaid Voice,CLI Spoofing,1,2.9,4.8,194.85,139.0,2,0.0
FRAUD1761,2023-10-11 15:39:15,Americas,Prepaid Voice,CLI Spoofing,1,2.6,4.8,102.33,28.56,1,0.0
FRAUD1762,2023-06-22 19:29:07,Europe,Postpaid Voice,CLI Spoofing,1,20.0,45.8,31.75,244.1,10,0.0
FRAUD1763,2023-11-18 10:07:21,Americas,Prepaid Data,Simbox,1,15.0,5.7,26.85,194.44,6,0.0
FRAUD1764,2023-06-23 14:42:58,Asia,Postpaid Voice,Simbox,1,5.4,33.6,56.72,108.62,7,0.0
FRAUD1765,2023-11-22 21:42:52,Americas,Interconnect,Simbox,1,16.3,5.0,106.81,98.75,13,0.0
FRAUD1766,2023-06-29 14:47:11,Europe,Postpaid Data,CLI Spoofing,1,6.1,34.6,44.06,186.98,13,0.0
FRAUD1767,2023-04-12 04:50:21,Africa,Interconnect,Wangiri,1,14.0,0.5,102.54,21.51,8,0.0
FRAUD1768,2023-01-07 11:56:53,Europe,Postpaid Voice,Wangiri,1,10.5,11.2,102.4,217.75,1,0.0
FRAUD1769,2023-10-02 14:37:11,Asia,Interconnect,International Revenue Share Fraud,1,0.7,2.0,102.03,424.23,3,0.0
FRAUD1770,2023-02-14 09:24:02,Americas,Postpaid Voice,Simbox,1,9.4,40.5,150.57,88.55,7,0.0
FRAUD1771,2023-08-21 22:49:49,Europe,Interconnect,International Revenue Share Fraud,0,8.3,9.5,26.8,172.58,14,172.58
FRAUD1772,2023-11-01 06:51:11,Europe,Postpaid Voice,Wangiri,1,0.9,34.8,48.15,228.74,11,0.0
FRAUD1773,2023-10-05 14:08:20,Americas,Interconnect,Subscription Fraud,1,1.8,36.1,40.46,122.59,8,0.0
FRAUD1774,2023-12-08 20:33:16,Americas,Interconnect,CLI Spoofing,1,19.6,25.2,64.04,89.2,2,0.0
FRAUD1775,2023-12-18 05:56:07,Americas,Interconnect,International Revenue Share Fraud,1,4.0,7.7,132.82,175.64,11,0.0
FRAUD1776,2023-04-15 11:21:51,Europe,Postpaid Voice,Simbox,1,3.6,45.3,98.67,109.56,12,0.0
FRAUD1777,2023-10-12 23:08:53,Africa,Interconnect,Subscription Fraud,1,6.0,37.8,106.62,300.49,7,0.0
FRAUD1778,2023-08-06 04:01:40,Asia,Prepaid Voice,Subscription Fraud,1,11.7,37.8,418.69,152.2,14,0.0
FRAUD1779,2023-02-05 10:36:08,Americas,Prepaid Voice,Simbox,1,5.3,22.3,33.49,139.24,4,0.0
FRAUD1780,2023-12-16 22:52:37,Americas,Postpaid Data,Simbox,1,35.4,40.4,30.01,281.14,3,0.0
FRAUD1781,2023-10-09 00:08:01,Asia,Interconnect,Subscription Fraud,1,25.4,36.8,45.77,44.66,7,0.0
FRAUD1782,2023-09-02 21:41:37,Europe,Interconnect,Wangiri,0,18.8,7.8,72.47,148.37,13,148.37
FRAUD1783,2023-05-06 00:01:25,Africa,Prepaid Data,International Revenue Share Fraud,1,10.1,8.9,85.16,145.32,2,0.0
FRAUD1784,2023-05-02 00:27:08,Asia,Postpaid Voice,Subscription Fraud,1,4.4,35.8,63.12,227.95,10,0.0
FRAUD1785,2023-03-29 06:58:55,Americas,Prepaid Voice,Subscription Fraud,1,4.9,6.0,145.05,182.86,11,0.0
FRAUD1786,2023-07-01 08:01:56,Americas,Prepaid Data,CLI Spoofing,1,1.3,22.2,49.26,53.86,3,0.0
FRAUD1787,2023-01-24 17:36:34,Europe,Postpaid Data,Simbox,1,21.7,8.4,41.16,95.37,14,0.0
FRAUD1788,2023-10-19 00:04:53,Americas,Postpaid Voice,CLI Spoofing,1,3.7,12.8,169.05,174.02,11,0.0
FRAUD1789,2023-12-16 17:16:21,Americas,Prepaid Data,CLI Spoofing,1,1.2,21.7,16.36,215.65,14,0.0
FRAUD1790,2023-10-25 11:40:45,Africa,Postpaid Data,CLI Spoofing,0,7.1,19.7,63.23,169.76,13,169.76
FRAUD1791,2023-09-16 12:30:18,Americas,Interconnect,CLI Spoofing,1,8.7,25.1,44.76,24.95,4,0.0
FRAUD1792,2023-04-18 02:56:29,Africa,Postpaid Voice,International Revenue Share Fraud,1,2.4,11.8,23.74,97.92,6,0.0
FRAUD1793,2023-04-14 03:47:01,Americas,Prepaid Voice,Wangiri,0,28.2,25.9,42.73,107.71,3,107.71
FRAUD1794,2023-09-27 14:14:40,Americas,Interconnect,Subscription Fraud,1,4.1,11.6,54.23,23.87,6,0.0
FRAUD1795,2023-05-09 01:38:38,Americas,Postpaid Data,CLI Spoofing,0,8.5,6.8,53.47,134.1,6,134.1
FRAUD1796,2023-01-20 08:34:58,Asia,Postpaid Data,Wangiri,0,18.4,19.8,35.21,291.39,4,291.39
FRAUD1797,2023-06-21 05:52:37,Americas,Postpaid Voice,Wangiri,1,19.3,16.0,160.86,335.17,14,0.0
FRAUD1798,2023-11-25 11:56:49,Asia,Prepaid Voice,CLI Spoofing,1,6.2,33.5,126.93,243.2,9,0.0
FRAUD1799,2023-01-06 01:20:26,Europe,Postpaid Data,Simbox,1,1.5,4.6,181.07,119.7,5,0.0
FRAUD1800,2023-10-16 11:31:34,Europe,Prepaid Voice,Simbox,0,15.2,90.7,168.15,86.69,12,86.69
FRAUD1801,2023-03-26 23:21:56,Americas,Prepaid Data,Wangiri,1,0.7,92.2,6.42,188.61,9,0.0
FRAUD1802,2023-12-28 17:22:17,Africa,Interconnect,Subscription Fraud,1,2.2,43.8,213.9,358.15,8,0.0
FRAUD1803,2023-05-05 09:38:02,Americas,Postpaid Data,Simbox,0,17.1,92.7,124.51,156.92,13,156.92
FRAUD1804,2023-06-19 12:55:37,Africa,Postpaid Voice,Simbox,1,0.4,37.4,114.85,161.3,6,0.0
FRAUD1805,2023-02-03 18:39:03,Africa,Interconnect,Subscription Fraud,1,11.2,2.6,81.03,74.49,12,0.0
FRAUD1806,2023-10-13 13:57:27,Americas,Prepaid Voice,Wangiri,1,14.1,3.0,35.36,68.43,12,0.0
FRAUD1807,2023-08-14 15:55:05,Americas,Postpaid Data,Wangiri,1,3.0,22.5,2.16,37.7,5,0.0
FRAUD1808,2023-10-14 01:12:49,Asia,Postpaid Data,Simbox,1,36.3,16.4,66.95,91.04,8,0.0
FRAUD1809,2023-11-15 19:47:01,Africa,Postpaid Voice,Wangiri,1,22.5,10.2,85.05,71.24,3,0.0
FRAUD1810,2023-03-27 08:47:12,Europe,Postpaid Voice,Simbox,1,4.9,3.7,380.8,110.08,6,0.0
FRAUD1811,2023-06-26 00:24:11,Americas,Postpaid Voice,Simbox,1,27.4,32.9,67.66,121.52,13,0.0
FRAUD1812,2023-01-22 22:02:01,Africa,Prepaid Data,Simbox,1,5.5,2.6,163.47,163.75,8,0.0
FRAUD1813,2023-07-08 13:16:30,Africa,Postpaid Voice,CLI Spoofing,1,16.1,8.4,184.11,93.18,4,0.0
FRAUD1814,2023-09-11 05:50:21,Americas,Interconnect,CLI Spoofing,1,27.7,80.1,27.25,296.93,11,0.0
FRAUD1815,2023-07-22 19:48:28,Europe,Postpaid Data,Subscription Fraud,0,21.2,86.9,136.4,117.72,11,117.72
FRAUD1816,2023-12-20 00:05:28,Europe,Postpaid Data,International Revenue Share Fraud,0,0.2,4.5,267.43,167.19,12,167.19
FRAUD1817,2023-02-23 03:33:12,Africa,Postpaid Voice,Simbox,1,26.6,13.9,100.44,128.3,6,0.0
FRAUD1818,2023-12-12 00:39:20,Americas,Postpaid Data,Subscription Fraud,1,25.9,22.7,120.13,123.59,9,0.0
FRAUD1819,2023-06-11 03:48:52,Americas,Interconnect,Subscription Fraud,1,5.1,35.4,15.79,180.74,8,0.0
FRAUD1820,2023-07-20 23:53:48,Asia,Prepaid Data,CLI Spoofing,1,0.4,13.5,37.43,273.41,4,0.0
FRAUD1821,2023-05-11 04:18:28,Africa,Postpaid Data,International Revenue Share Fraud,1,1.5,18.9,125.0,144.29,13,0.0
FRAUD1822,2023-01-13 16:03:25,Africa,Postpaid Voice,International Revenue Share Fraud,1,14.1,24.8,36.2,89.46,11,0.0
FRAUD1823,2023-07-01 01:54:17,Asia,Prepaid Voice,CLI Spoofing,1,1.7,33.7,375.01,217.48,2,0.0
FRAUD1824,2023-11-24 23:59:57,Asia,Postpaid Voice,International Revenue Share Fraud,1,25.0,7.6,15.65,229.39,14,0.0
FRAUD1825,2023-08-14 11:46:13,Europe,Postpaid Data,Subscription Fraud,1,8.8,5.8,151.58,137.91,9,0.0
FRAUD1826,2023-04-01 20:15:07,Africa,Prepaid Voice,CLI Spoofing,1,18.3,38.5,100.9,62.25,4,0.0
FRAUD1827,2023-04-14 11:21:54,Asia,Interconnect,Subscription Fraud,1,39.9,73.2,99.7,54.0,2,0.0
FRAUD1828,2023-12-24 02:52:05,Africa,Prepaid Data,Subscription Fraud,1,24.5,44.5,66.59,282.34,11,0.0
FRAUD1829,2023-09-26 00:35:11,Americas,Postpaid Voice,CLI Spoofing,1,15.7,1.1,33.31,84.4,12,0.0
FRAUD1830,2023-09-07 00:18:47,Americas,Postpaid Data,Subscription Fraud,0,27.4,12.8,50.29,155.17,4,155.17
FRAUD1831,2023-06-05 10:08:10,Asia,Interconnect,International Revenue Share Fraud,1,5.4,6.5,238.34,59.68,12,0.0
FRAUD1832,2023-03-27 07:38:27,Americas,Postpaid Data,Subscription Fraud,0,17.9,28.9,126.71,69.51,9,69.51
FRAUD1833,2023-12-18 21:13:03,Africa,Prepaid Data,Simbox,1,28.8,0.4,52.06,130.3,3,0.0
FRAUD1834,2023-05-07 07:53:02,Americas,Prepaid Data,International Revenue Share Fraud,1,17.9,6.2,180.52,103.38,1,0.0
FRAUD1835,2023-06-26 02:43:51,Europe,Postpaid Data,CLI Spoofing,1,26.7,17.6,78.9,174.64,4,0.0
FRAUD1836,2023-05-06 13:01:22,Asia,Postpaid Data,Wangiri,1,5.6,51.5,77.08,144.56,12,0.0
FRAUD1837,2023-08-05 23:34:16,Americas,Postpaid Voice,International Revenue Share Fraud,1,13.1,0.5,74.42,268.96,7,0.0
FRAUD1838,2023-10-23 00:28:30,Asia,Prepaid Data,Wangiri,0,11.4,38.0,70.88,179.62,13,179.62
FRAUD1839,2023-10-10 05:55:59,Europe,Prepaid Data,CLI Spoofing,0,1.2,7.2,71.56,119.12,2,119.12
FRAUD1840,2023-01-17 05:19:02,Europe,Postpaid Voice,International Revenue Share Fraud,1,11.0,19.8,134.13,57.23,14,0.0
FRAUD1841,2023-12-16 15:49:48,Asia,Postpaid Voice,CLI Spoofing,1,39.6,8.4,117.68,142.69,9,0.0
FRAUD1842,2023-09-08 04:20:44,Europe,Postpaid Data,International Revenue Share Fraud,0,10.9,2.1,112.32,150.06,7,150.06
FRAUD1843,2023-01-25 07:34:55,Europe,Interconnect,Wangiri,1,16.4,9.8,37.78,67.9,2,0.0
FRAUD1844,2023-01-10 14:26:53,Americas,Postpaid Data,CLI Spoofing,0,4.8,10.6,76.21,120.94,5,120.94
FRAUD1845,2023-12-24 23:51:29,Africa,Interconnect,Wangiri,1,2.4,46.5,173.55,125.69,4,0.0
FRAUD1846,2023-09-15 21:09:12,Europe,Interconnect,International Revenue Share Fraud,1,40.3,54.4,23.46,177.49,9,0.0
FRAUD1847,2023-07-30 10:25:22,Europe,Prepaid Data,International Revenue Share Fraud,1,8.3,38.4,171.67,79.3,6,0.0
FRAUD1848,2023-02-04 09:48:11,Americas,Postpaid Voice,International Revenue Share Fraud,1,6.5,7.3,117.84,126.26,3,0.0
